; (Japanese, UTF-8)
;-------------------------------------------------------------------------------
; 『MZ-IME日本語入力／人名・地名辞書』片山博文MZ
; "MZ-IME Japanese Input / The Name Dictionary"
; Copyright (C) 2016-2026 Katayama Hirofumi MZ.
; This file is public domain software (PDS).
; ここにあるテキストデータは、文字入力を助けるためのものであり、 テキストに
; 含まれている企業名・商品名・ブランド名などの権利を主張するものではありません。
;-------------------------------------------------------------------------------
; このファイルは、一般的な辞書に載っていないような人名、地名、商品名、ブランド名、
; キャラクター名などを掲載しています。一般的な単語は基本辞書にお書き下さい。
;-------------------------------------------------------------------------------
; 【宣伝】あなたの会社のブランド名をこの辞書に掲載しませんか？
;         １ワード4,000円以下。審査あり。ミリオンセラーで知名度のあるものに限る。
;         ご連絡は katayama.hirofumi.mz@gmail.com まで。
;-------------------------------------------------------------------------------
; データ行は次のいずれかの形式で記述します：
;
;    (形式1) <変換前>
;    (形式2) <変換前><TAB><変換後>
;    (形式3) <変換前><TAB><変換後><TAB><品詞分類>
;    (形式4) <変換前><TAB><変換後><TAB><品詞分類><TAB><タグ>
;    (形式5) <変換前><TAB><変換後><TAB><品詞分類><TAB><タグ><TAB><備考>
;
; <変換前>には、変換前のひらがなのみ、またはカタカナのみを記します。
; <変換前>にカタカナを指定すると、後でひらがなに変換されます。
; <TAB>は、タブ文字を表します。<品詞分類>には次のいずれかを指定します。
;
;   名詞、い形容詞、な形容詞、連体詞、副詞、接続詞、感動詞、格助詞、接続助詞、
;   副助詞、終助詞、未然助動詞、連用助動詞、終止助動詞、連体助動詞、仮定助動詞、
;   命令助動詞、五段動詞、一段動詞、カ変動詞、サ変動詞、漢語、接頭辞、接尾辞、
;   カンマ、ピリオド、記号類。
;
; <品詞分類>が省略された場合は、<品詞分類>は名詞と見なされます。
;
; <変換後>には、変換後の文字列を指定します。
; <変換後>は省略可能で、省略した場合は、<変換後>は<変換前>と同じと見なされます。
;
; 動詞・い形容詞・な形容詞は、<変換前>と<変換後>に基本形で記述します。
; い形容詞の<変換後>は、「い」で終わらなければなりません。
; な形容詞の<変換後>は、「な」で終わらなければなりません。
;
; <タグ>は追加的な情報を表します。<タグ>は省略可能です。
; <タグ>には次の組み合わせを指定できます。
;
;   [非標準]、[動植物]、[不謹慎]、[数単位]、[数詞]、[駅名]、[人名]、[地名]、
;   [未然形に連結]、[終止形に連結]、[連用形に連結]、[回避策]、
;   [優先+]、[優先++]、[優先-]、[優先--]、[慣用句]。
;-------------------------------------------------------------------------------
あい	亜衣	名詞	[人名]
あい	愛	名詞	[人名]
あい	藍	名詞	[人名]
あい	阿井	名詞	[人名]
あいいだい	愛医大
あいいんだい	愛院大
あいうち	相内	名詞	[人名]
あいうら	相浦	名詞	[人名]
あいおい	相生	名詞	[駅名]
あいおい	相老	名詞	[駅名]
あいおいやま	相生山	名詞	[駅名]
あいおわしゅう	アイオワ州
あいか	愛華	名詞	[人名]
あいかまち	秋鹿町	名詞	[駅名]
あいかわ	会川	名詞	[人名]
あいかわ	合川	名詞	[駅名]
あいかわ	相川	名詞	[駅名]
あいかんうめつぼ	愛環梅坪	名詞	[駅名]
あいが	相賀	名詞	[人名]
あいが	相賀	名詞	[駅名]
あいがき	相欠き
あいき	相木	名詞	[人名]
あいきょうだい	愛教大
あいこ	aiko
あいこ	相子	名詞	[人名]
あいこういしだ	愛甲石田	名詞	[駅名]
あいこうだい	愛工大
あいさく	愛作	名詞	[人名]
あいざき	相崎	名詞	[人名]
あいざっくにゅーとん	アイザック・ニュートン
あいざわ	愛沢	名詞	[人名]
あいざわ	愛澤	名詞	[人名]
あいざわ	藍沢	名詞	[人名]
あいざわ	藍澤	名詞	[人名]
あいざわ	逢沢	名詞	[人名]
あいざわ	逢澤	名詞	[人名]
あいざん	愛山	名詞	[駅名]
あいじま	相島	名詞	[人名]
あいじま	相嶋	名詞	[人名]
あいじろう	愛次郎	名詞	[人名]
あいそ	相磯	名詞	[人名]
あいそめず	アイソメ図
あいぞう	愛三	名詞	[人名]
あいだい	愛大
あいだいいがくぶみなみぐち	愛大医学部南口	名詞	[駅名]
あいだほしゅう	アイダホ州
あいち	愛知	名詞	[地名]
あいちきゅうはく	愛・地球博
あいちきゅうはくきねんこうえん	愛・地球博記念公園	名詞	[駅名]
あいちけん	愛知県	名詞	[地名]
あいちだい	愛知大
あいちだいがく	愛知大学
あいちだいがくまえ	愛知大学前	名詞	[駅名]
あいちみと	愛知御津	名詞	[駅名]
あいづあらかい	会津荒海	名詞	[駅名]
あいづおおしお	会津大塩	名詞	[駅名]
あいづかわぐち	会津川口	名詞	[駅名]
あいづがもう	会津蒲生	名詞	[駅名]
あいづき	相月	名詞	[駅名]
あいづこうげんおぜぐち	会津高原尾瀬口	名詞	[駅名]
あいづこすがわ	会津越川	名詞	[駅名]
あいづさかもと	会津坂本	名詞	[駅名]
あいづさんそんどうじょう	会津山村道場	名詞	[駅名]
あいづしおざわ	会津塩沢	名詞	[駅名]
あいづしもごう	会津下郷	名詞	[駅名]
あいづたかだ	会津高田	名詞	[駅名]
あいづたじま	会津田島	名詞	[駅名]
あいづとよかわ	会津豊川	名詞	[駅名]
あいづなかがわ	会津中川	名詞	[駅名]
あいづながの	会津長野	名詞	[駅名]
あいづにしかた	会津西方	名詞	[駅名]
あいづばんげ	会津坂下	名詞	[駅名]
あいづひのはら	会津桧原	名詞	[駅名]
あいづほんごう	会津本郷	名詞	[駅名]
あいづま	逢妻	名詞	[駅名]
あいづみずぬま	会津水沼	名詞	[駅名]
あいづみやした	会津宮下	名詞	[駅名]
あいづやないづ	会津柳津	名詞	[駅名]
あいづよこた	会津横田	名詞	[駅名]
あいづわかまつ	会津若松	名詞	[駅名]
あいな	藍那	名詞	[駅名]
あいの	愛野	名詞	[駅名]
あいの	相野	名詞	[駅名]
あいのうら	相浦	名詞	[駅名]
あいのき	相ノ木	名詞	[駅名]
あいのさときょういくだい	あいの里教育大	名詞	[駅名]
あいのさとこうえん	あいの里公園	名詞	[駅名]
あいのすけ	愛之助	名詞	[人名]
あいのない	相内	名詞	[駅名]
あいのの	相野々	名詞	[駅名]
あいのや	相野谷	名詞	[人名]
あいはら	相原	名詞	[駅名]
あいはら	藍原	名詞	[人名]
あいば	相場	名詞	[人名]
あいば	相庭	名詞	[人名]
あいば	相羽	名詞	[人名]
あいば	相葉	名詞	[人名]
あいばん	相番
あいべつ	愛別	名詞	[駅名]
あいみ	相見	名詞	[駅名]
あいみょん
あいもと	愛本	名詞	[駅名]
あいもと	相本	名詞	[人名]
あいもと	藍本	名詞	[駅名]
あいやま	相山	名詞	[人名]
あいら	姶良	名詞	[駅名]
あいらんどきたぐち	アイランド北口	名詞	[駅名]
あいらんどせんたー	アイランドセンター	名詞	[駅名]
あいるらんどご	アイルランド語
あいるらんどじん	アイルランド人
あえば	饗場	名詞	[人名]
あえば	饗庭	名詞	[人名]
あえら	AERA
あお	粟生	名詞	[駅名]
あお	青	名詞	[人名]
あおい	葵	名詞	[人名]
あおい	青井	名詞	[駅名]
あおいく	葵区	名詞	[地名]
あおいけ	青池	名詞	[人名]
あおいだけ	青井岳	名詞	[駅名]
あおうづ	粟生津	名詞	[駅名]
あおえ	青江	名詞	[人名]
あおがく	青学
あおくら	青倉	名詞	[駅名]
あおざさ	青笹	名詞	[駅名]
あおしか	青鹿	名詞	[人名]
あおしま	青島	名詞	[駅名]
あおち	青地	名詞	[人名]
あおつか	青塚	名詞	[人名]
あおつか	青塚	名詞	[駅名]
あおと	青戸	名詞	[人名]
あおと	青砥	名詞	[人名]
あおと	青砥	名詞	[駅名]
あおぬま	青沼	名詞	[駅名]
あおのがはら	青野ヶ原	名詞	[駅名]
あおのごう	青郷	名詞	[駅名]
あおのやま	青野山	名詞	[駅名]
あおはら	青原	名詞	[駅名]
あおば	青葉	名詞	[人名]
あおば	青葉	名詞	[駅名]
あおばく	青葉区	名詞	[地名]
あおばだい	青葉台	名詞	[駅名]
あおばどおり	あおば通	名詞	[駅名]
あおべ	青部	名詞	[駅名]
あおほり	青堀	名詞	[駅名]
あおみ	青海	名詞	[駅名]
あおものよこちょう	青物横丁	名詞	[駅名]
あおもり	青森	名詞	[地名]
あおもり	青森	名詞	[駅名]
あおもりけん	青森県	名詞	[地名]
あおや	青谷	名詞	[駅名]
あおやぎ	青柳	名詞	[駅名]
あおやぎちょう	青柳町	名詞	[駅名]
あおやま	青山	名詞	[駅名]
あおやまいっちょうめ	青山一丁目	名詞	[駅名]
あおやまがくいん	青山学院
あおやまがくいんだい	青山学院大
あおやまがくいんだいがく	青山学院大学
あおやまごうしょう	青山剛昌
あおやまちょう	青山町	名詞	[駅名]
あか	赤	名詞	[駅名]
あかい	赤井	名詞	[駅名]
あかいがわ	赤井川	名詞	[駅名]
あかいけ	赤池	名詞	[駅名]
あかいわ	赤岩	名詞	[人名]
あかいわ	赤岩	名詞	[駅名]
あかいわぐち	赤岩口	名詞	[駅名]
あかおか	あかおか	名詞	[駅名]
あかおぎ	赤荻	名詞	[人名]
あかがわ	赤川	名詞	[駅名]
あかぎ	赤城	名詞	[人名]
あかぎ	赤城	名詞	[駅名]
あかぎ	赤木	名詞	[駅名]
あかくらおんせん	赤倉温泉	名詞	[駅名]
あかさか	赤坂	名詞	[駅名]
あかさかうえ	赤坂上	名詞	[駅名]
あかさかく	赤坂区	名詞	[地名]
あかさかた	赤坂田	名詞	[駅名]
あかさかみつけ	赤坂見附	名詞	[駅名]
あかさき	赤碕	名詞	[駅名]
あかさきいさむ	赤﨑勇
あかさこ	赤迫	名詞	[駅名]
あかざ	猗窩座
あかざき	赤崎	名詞	[人名]
あかし	明石	名詞	[人名]
あかし	明石	名詞	[駅名]
あかし	赤司	名詞	[人名]
あかしあ	金合歓
あかしな	明科	名詞	[駅名]
あかしやさんま	明石家さんま
あかす	赤須	名詞	[人名]
あかせ	赤瀬	名詞	[人名]
あかせ	赤瀬	名詞	[駅名]
あかた	赤田	名詞	[人名]
あかぢ	あかぢ	名詞	[駅名]
あかつか	明塚	名詞	[駅名]
あかつか	赤塚	名詞	[駅名]
あかつきがくえんまえ	暁学園前	名詞	[駅名]
あかどしょうがっこうまえ	赤土小学校前	名詞	[駅名]
あかぬま	赤沼	名詞	[人名]
あかね	赤根	名詞	[人名]
あかの	赤野	名詞	[駅名]
あかは	赤羽	名詞	[人名]
あかはた	赤旗
あかはね	赤羽根	名詞	[人名]
あかば	赤羽	名詞	[人名]
あかばね	赤羽	名詞	[駅名]
あかばね	赤羽根	名詞	[人名]
あかばねいわぶち	赤羽岩淵	名詞	[駅名]
あかばねばし	赤羽橋	名詞	[駅名]
あかひら	赤平	名詞	[人名]
あかびら	赤平	名詞	[駅名]
あかぶち	赤渕	名詞	[駅名]
あかほ	赤穂	名詞	[人名]
あかほし	赤星	名詞	[人名]
あかほり	赤堀	名詞	[駅名]
あかぼし	赤星	名詞	[人名]
あかぼし	赤星	名詞	[駅名]
あかま	赤間	名詞	[駅名]
あかみ	赤見	名詞	[人名]
あかみず	赤水	名詞	[駅名]
あかみね	赤峯	名詞	[人名]
あかみね	赤峰	名詞	[人名]
あかみね	赤嶺	名詞	[人名]
あかみね	赤嶺	名詞	[駅名]
あかめぐち	赤目口	名詞	[駅名]
あかやま	赤山	名詞	[人名]
あかゆ	赤湯	名詞	[駅名]
あがた	安形	名詞	[人名]
あがた	県	名詞	[人名]
あがた	県	名詞	[駅名]
あがの	吾野	名詞	[駅名]
あがほ	英賀保	名詞	[駅名]
あがりかまち	上り框
あがりみち	上道	名詞	[駅名]
あがわ	阿川	名詞	[駅名]
あき	安芸	名詞	[人名]
あき	安芸	名詞	[駅名]
あき	晶紀	名詞	[人名]
あきあが	安芸阿賀	名詞	[駅名]
あきいけ	秋池	名詞	[人名]
あきえ	秋恵	名詞	[人名]
あきえ	秋枝	名詞	[人名]
あきえ	秋江	名詞	[人名]
あきえ	秋絵	名詞	[人名]
あきお	亜喜夫	名詞	[人名]
あきお	哲生	名詞	[人名]
あきお	彰夫	名詞	[人名]
あきお	彰男	名詞	[人名]
あきお	明生	名詞	[人名]
あきお	明男	名詞	[人名]
あきお	明郎	名詞	[人名]
あきお	昭生	名詞	[人名]
あきお	昭男	名詞	[人名]
あきお	晃男	名詞	[人名]
あきお	朗夫	名詞	[人名]
あきお	秋夫	名詞	[人名]
あきお	章夫	名詞	[人名]
あきお	章緒	名詞	[人名]
あきおか	秋岡	名詞	[人名]
あきかず	昭一	名詞	[人名]
あきかず	昭和	名詞	[人名]
あきかず	秋一	名詞	[人名]
あきかわじり	安芸川尻	名詞	[駅名]
あきがわ	秋川	名詞	[駅名]
あききみ	章公	名詞	[人名]
あきく	安芸区	名詞	[地名]
あきくさ	秋草	名詞	[人名]
あきこ	あき子	名詞	[人名]
あきこ	アキ子	名詞	[人名]
あきこ	亜希子	名詞	[人名]
あきこ	亜紀子	名詞	[人名]
あきこ	安喜子	名詞	[人名]
あきこ	昌子	名詞	[人名]
あきこ	晃子	名詞	[人名]
あきこ	暁子	名詞	[人名]
あきこ	章子	名詞	[人名]
あきこ	顕子	名詞	[人名]
あきさいざき	安芸幸崎	名詞	[駅名]
あきさわ	秋沢	名詞	[人名]
あきしま	昭島	名詞	[駅名]
あきぞう	秋蔵	名詞	[人名]
あきた	明田	名詞	[人名]
あきた	秋田	名詞	[人名]
あきた	秋田	名詞	[地名]
あきた	秋田	名詞	[駅名]
あきた	穐田	名詞	[人名]
あきたがわ	明田川	名詞	[人名]
あきたけん	秋田県	名詞	[地名]
あきたしらかみ	あきた白神	名詞	[駅名]
あきただい	秋田大
あきただいがく	秋田大学
あきたに	秋谷	名詞	[人名]
あきたや	秋田谷	名詞	[人名]
あきつ	安芸津	名詞	[駅名]
あきつ	秋津	名詞	[駅名]
あきつき	秋月	名詞	[人名]
あきつぐ	明次	名詞	[人名]
あきとし	明俊	名詞	[人名]
あきとし	昭敏	名詞	[人名]
あきとし	顕明	名詞	[人名]
あきなかの	安芸中野	名詞	[駅名]
あきなが	秋永	名詞	[人名]
あきながつか	安芸長束	名詞	[駅名]
あきながはま	安芸長浜	名詞	[駅名]
あきにわ	秋庭	名詞	[人名]
あきのぶ	明伸	名詞	[人名]
あきのぶ	晃伸	名詞	[人名]
あきのぶ	秋伸	名詞	[人名]
あきのぶ	秋信	名詞	[人名]
あきのり	彰則	名詞	[人名]
あきのり	明典	名詞	[人名]
あきのり	昭典	名詞	[人名]
あきのり	昭則	名詞	[人名]
あきのり	昭徳	名詞	[人名]
あきのり	昭憲	名詞	[人名]
あきのり	秋則	名詞	[人名]
あきのり	秋徳	名詞	[人名]
あきはく	秋葉区	名詞	[地名]
あきはばら	秋葉原	名詞	[駅名]
あきはる	昭春	名詞	[人名]
あきば	秋場	名詞	[人名]
あきば	秋庭	名詞	[人名]
あきひこ	彰彦	名詞	[人名]
あきひこ	明彦	名詞	[人名]
あきひこ	暁彦	名詞	[人名]
あきひさ	彰久	名詞	[人名]
あきひさ	明久	名詞	[人名]
あきひさ	昭久	名詞	[人名]
あきひさ	昭寿	名詞	[人名]
あきひで	晃秀	名詞	[人名]
あきひと	明人	名詞	[人名]
あきひと	昭人	名詞	[人名]
あきひと	秋人	名詞	[人名]
あきひと	章人	名詞	[人名]
あきひろ	彰広	名詞	[人名]
あきひろ	明博	名詞	[人名]
あきひろ	明宏	名詞	[人名]
あきひろ	明寛	名詞	[人名]
あきひろ	明洋	名詞	[人名]
あきひろ	昭宏	名詞	[人名]
あきひろ	昭広	名詞	[人名]
あきひろ	晃宏	名詞	[人名]
あきひろ	晃洋	名詞	[人名]
あきひろ	章宏	名詞	[人名]
あきひろ	章広	名詞	[人名]
あきひろ	章弘	名詞	[人名]
あきふみ	昭史	名詞	[人名]
あきふみ	晶文	名詞	[人名]
あきふみ	章文	名詞	[人名]
あきほ	秋保	名詞	[人名]
あきま	秋間	名詞	[人名]
あきまさ	明将	名詞	[人名]
あきまさ	明正	名詞	[人名]
あきまさ	昭正	名詞	[人名]
あきみ	明己	名詞	[人名]
あきみ	秋美	名詞	[人名]
あきみち	昭道	名詞	[人名]
あきみつ	明光	名詞	[人名]
あきもと	穐本	名詞	[人名]
あきもとおさむ	秋本治
あきもとやすし	秋元康
あきもり	秋森	名詞	[人名]
あきや	燿也	名詞	[人名]
あきやぐち	安芸矢口	名詞	[駅名]
あきやす	明保	名詞	[人名]
あきやま	秋山	名詞	[駅名]
あきやま	穐山	名詞	[人名]
あきゆき	明之	名詞	[人名]
あきゆき	章之	名詞	[人名]
あきよ	明世	名詞	[人名]
あきよ	昭世	名詞	[人名]
あきよ	昭代	名詞	[人名]
あきよ	秋世	名詞	[人名]
あきよ	秋代	名詞	[人名]
あきよ	章世	名詞	[人名]
あきよ	章代	名詞	[人名]
あきよし	彰芳	名詞	[人名]
あきよし	明義	名詞	[人名]
あきよし	昭剛	名詞	[人名]
あきよし	昭好	名詞	[人名]
あきよし	昭義	名詞	[人名]
あきよし	昭良	名詞	[人名]
あきよし	秋吉	名詞	[人名]
あきよし	章義	名詞	[人名]
あきら	あきら	名詞	[人名]
あきら	亨	名詞	[人名]
あきら	彬	名詞	[人名]
あきら	明克	名詞	[人名]
あきら	晄	名詞	[人名]
あきら	暉	名詞	[人名]
あきら	盟	名詞	[人名]
あきら	聡	名詞	[人名]
あきら	覚	名詞	[人名]
あきら	諦	名詞	[人名]
あきら	陽	名詞	[人名]
あきら	顕	名詞	[人名]
あきろう	秋郎	名詞	[人名]
あきわ	秋和	名詞	[人名]
あぎ	阿木	名詞	[駅名]
あくい	悪意
あくい	阿久井	名詞	[人名]
あくい	鮎喰	名詞	[駅名]
